P59991,Q9H2X0-1
Q5JR59-3,Q9ULM2
P25791-1,Q15555-1
Q8WV19,Q969Z0-1
P14373-1,Q9Y223-1
O14925,Q15125
Q13520,Q8NEW7
O43353-1,O43353-1
O75145-1,Q96KQ4
Q8TAF8,Q9NZD1-1
O14653-1,Q8N5M9
Q86UX7-2,Q99633-1
O95751,Q99633-1
P0DPK4,Q8NCG7-1
Q5T619,Q9Y2D8-1
Q13113,Q96F15-1
P36873-1,Q86XI6
F8VS22,Q13520
A6NC98-1,Q13526
O75604-1,Q9GZV8
Q53HL2,Q9NQG5
Q14802-1,Q14973
Q8NAM6,Q96Q77-1
O43390-2,Q9Y5E9-1
Q8N5R6-4,Q92997-1
O95231,Q3LI66
P22732-1,Q99437-1
A0A0C4DH14,Q8TAP6-1
O75031-1,Q8TBN0-1
Q7Z4N8-1,Q9NYG5-2
Q7Z5P4-1,Q8N661
Q3KNR5,Q9NP86
Q9BVG8-5,Q9BVG8-5
Q93045-1,Q96HA8-1
P41227-1,Q8WV41
Q7L8S5,Q9NR12-1
A2RU14,Q8WWF3
P23771-2,Q58EX7-1
P60409,Q13526
Q92935,Q9Y282-1
O75865-2,Q9UJW9
P0C7H8,P32242
Q7Z3Y8,Q92805
P31323,Q86UN6-1
O15273,Q9H2G9-1
P61326-1,Q9UGI0
P17152,Q96BA8-1
P09629,P49761-1
Q5T7W0-2,Q5U045
O60548,Q8IUC2
O43752-1,P27105-1
P57052-1,Q7Z5V6-2
O00560-1,P24592
Q13618-1,Q96IK5
O14735-1,P41181
Q96LZ7-1,Q9UBN6
Q86WP2-1,Q96EZ8-1
O43586-1,Q08426-1
Q8NC01,Q9HA82
Q63ZY3-1,Q9UKJ5
Q8N1B4-1,Q8N3L3
Q08117-2,Q9BVN2-2
P09493-10,Q9UL45-1
P46940,Q12905
Q96ER3,Q96S38-1
P24593,Q96Q45-2
P78424-1,Q8IYS1
Q7Z3B4-1,Q8TD31-1
Q969L2,Q9ULP0-2
P0CK97-1,Q08AM2
P17482,Q96B26
A0A087WV42,Q13520
O75360,Q92567-2
P26368-2,Q9UHX1-2
Q8N8X9,Q9BQD3
P83436,Q9BVG8-5
P31943,Q96HB5-1
P25800-1,Q5JUW0-3
A6NJB7-2,O76011
P61970,Q5T0J7-2
P60409,Q9BYQ4
P40222,Q9Y3C0
Q96BZ8,Q96ED9-2
Q96CG3,Q9BXS5-1
P28482-1,Q9BUB5-1
O43186,Q8IYS8
Q8N138-1,Q8NI60-1
Q9NQT4,Q9NRD5-1
Q13520,Q6PI78
Q8NHQ1-1,Q9NU19
Q14145,Q96GM5-1
Q6P9G9-1,Q96A72
O75525-1,Q5VWX1
Q7Z3I7,Q96BR9
O43309,Q9NWS9-2
O15131,P78424-1
Q9GZT8-1,Q9NPG2
Q92824-2,Q9BYR7
Q13049,Q9UI14
P61764-1,Q6IPU0-1
P19237,P45379-11
O15499,Q8NCW6-2
Q8IYR0,Q99626
P13647,Q92764
A0MZ66-4,Q9Y5B8-1
Q13064,Q8IUC2
Q2TAL6,Q8N5M1
P12004,P20585
Q5T751,Q9UKJ5
Q9HCS7,Q9UNP9-1
O95751,Q9BT49
Q0VD86-1,Q969H6-1
P14678-2,P86480
Q15323,Q9UHP6
P62837-1,Q9NWM3-1
B0QYN7,Q86X02
O95967,Q3SY46
Q6ZNH5,S4R3B8
A6NEM1-1,Q7Z6J9-1
Q8N8B7-1,Q96ED9-2
O95471-1,Q86UF1
P0C7H8,Q8N143
Q96BA8-1,Q96MV8-1
Q14973,Q8TDV0
Q63ZY3-1,Q96D03
P0CG20,P84074
Q15836,Q8TBP5
P36406-1,P36406-1
O14569,Q3SXY8-1
P49411,Q9UBN6
Q8NCN2,Q9HCK0
P26678,Q9HBV2
P0DP25,Q96D03
A6NI15,P41134-1
P53539-1,Q9BZE0
O00767,Q9BQA9-1
O75817,Q9BUL9
Q96NC0,Q9P1Z2-1
A0A0C4DH14,O95980
P08247-1,Q6IN84-1
Q8N720-1,Q9Y3S2
O95980,Q14145
Q13323,Q8TBE1
O95236-2,Q4KMG9-1
Q147U7,Q8TC99
Q5JR59-3,Q9UPU9-3
P14373-1,Q96GM5-1
O95363,Q9UKG1
P08247-1,Q9HB07
O14503,Q9HC98-1
A6NI15,Q02535
G8JLG2,Q9UHD9
P51808,P54277-2
A1L4K1-1,Q9HC52
O95980,P48745
Q6ZT21-1,Q96HR9-2
P17027-1,Q8IYF1
Q86XT4,Q96N21-1
H7C4R2,Q9UIE0
Q01546,Q8NI38-1
Q92993-1,Q9NQM4
Q13618-1,Q9H0C5-1
Q8TBB1-1,Q9BVG8-5
Q8N8B7-1,Q9NYG5-2
Q6EMK4,Q9BYR8
Q8IY26,Q9UBN6
P30044-1,P55273
O75425-1,Q8TDT2
Q8TBB1-1,Q9Y2T1
P15941-11,P56747
O14925,Q9NUH8-1
P43628-1,Q5JX71
Q08043,Q14D33
Q6IBW4-4,Q8N2M4
A0A0C4DG62,Q9NPI7
Q12774-2,Q9UJV3-2
A0A0C4DG42,Q6PEX3
P49419-1,P80188-1
B0QYN7,Q6UWE0-1
Q15560-1,Q9Y2J4-1
Q3LI67,Q6UY14-1
O15400-1,Q96BA8-1
P78424-1,Q13541
O43248,Q15642-2
Q6ZSS7,Q9NP94-1
P36575-2,Q96IT1-1
A0A087WZR1,P55056
O43602-2,P50221-1
Q01453,Q13113
O75348,Q9H8Y8-1
Q9UBL6-2,Q9UBR4-2
Q8IZU1,Q9UBU9-1
Q8TAC2-1,Q9Y680-2
P27105-1,Q16617
P14373-1,P31273
A8MUP2,Q96M29
Q86WB7-2,Q9Y320-1
P36406-1,Q6S9Z5
Q8TBE1,Q99523-1
O75791-1,Q9H788-1
Q12837-1,Q9UHV8
Q5TCM9,Q9BYR2
P51451,Q9UGK3-1
O76038,Q9NYB9-2
P05107,Q6UY14-1
Q6W0C5,Q99871-1
O96006,Q9BVM4
Q13064,Q3SYF9
Q5TA81,Q9BYR9
B2RXH4,Q9UBU9-1
Q96DT7-3,Q9BYC5-1
P48645,Q9BYP8
Q12893,Q13520
Q13520,Q8N138-1
Q8N9N5-2,Q9P1Z0
F6RP06,Q04941-1
Q04743-1,Q7L8S5
Q15125,Q8TDT2
Q3SY00-1,Q9NZC7-5
B2RXF5,Q13064
Q7L5A3-1,Q99471-1
P15941-11,Q8N661
Q7Z3S9-1,Q9Y5Y7
Q6NZI2-1,Q8IY57-5
Q8N6L0,Q9BUN8-1
P61968,Q9UBB9-1
H0YH91,P61236-2
P29400-2,Q68D85
Q9BVG8-5,Q9Y2P0
Q2TAC2-2,Q9UKT9-1
Q04864-2,Q92529-1
P52597,Q96PF1
Q5MY95-2,Q9UHP7-2
E7EWC5,Q96BR9
Q3SXY8-1,Q9H2A7
Q8IXY8-1,Q92624
O14880,Q14416
O14817,Q9BYQ6
P80188-1,Q9BXY8-1
Q53HC0-1,Q53HC0-1
Q6UY14-1,Q9UKJ5
Q3LI64,Q9HBE1-4
Q13113,Q96S97
Q13618-1,Q8TBC3-1
Q3SXY8-1,Q9UHE5
Q05215,Q9NYB9-2
P56279,P62310
Q7L190,Q9UKI8-1
P51687,Q9H204
P14373-1,Q86YD7
Q96JP5-1,Q9H2G4
O14561,Q5H9J7
P78385,Q6A163
P18859-1,P43378
P0DI82,Q7Z4V0-1
P29400-2,Q9GZR5
P08670,Q9BVG8-5
Q01546,Q9BVG8-5
P31269,Q9BYQ3
Q15654-1,Q9BRT3
Q7Z4V0-1,Q9UEG4
P52564-1,Q9NRD5-1
P47897-1,Q6DKI2
P45974-2,Q8N0X7
Q96HE8-2,Q9NYZ1
Q86WT6-2,Q9Y2Y1
Q7Z7N9,Q9UNK0
Q8IYE1,Q9BT92
O15084-3,Q9BT49
F6XHT0,O15393-1
D6RD99,Q5JX71
O43593-1,O43610
Q8TAF8,Q9NR31-1
O43639,Q13573
P55040,Q9NQX0-3
P36873-1,Q12972-2
Q5T4F4-7,Q9P0S9
P54646,Q9P1Z2-1
O00560-1,O76083-2
Q15125,Q9NV29
E7EUA2,Q86YM7-1
Q6ZUI0,Q8NBQ5
P78337,Q6UWQ7-2
P60371,Q9H7X3
P54619-1,Q969V4
P11215-1,Q3SXY8-1
O95859-1,Q96AA3
A8MYP8-1,Q99750
Q5TA78,Q9BYQ4
O95817,Q16825
Q96JC1-2,Q9UBB9-1
O14777,Q96ES7
P32242,Q9BYR3
A0A0A0MTI2,P49759-1
Q68J44,Q8N137-1
O15194-2,Q99618
Q96D03,Q9H322
Q8TAP6-1,Q96IZ5-1
P14373-1,P61086-1
H0Y760,O60812
O14653-1,Q6UW68
Q02930-4,Q5TA79
O43189-1,P0C7X2-1
Q5BVD1-1,Q7Z5P4-1
Q96F15-1,Q9Y320-1
Q9H707,Q9UGI0
Q13191-1,Q96B97-1
P0C7H8,P0DPK4
P31321,Q8NHY3-1
Q14192-1,Q9NQX0-3
O60336-1,Q8IYF3-3
O00526,O75787-1
P63000-1,Q99750
Q7L804-1,Q96EF6
Q3SY46,Q9BYQ3
Q5T4B2-2,Q8IUC2
B2RUZ4,Q9Y3Q0-1
Q5BVD1-1,Q7Z7G2
P15531-1,Q96HA8-1
P68400-1,Q8IYI8
Q68D86-1,Q9NTX9
O15479,Q9BQ95-1
P31512,Q6NTF9-3
P17275,Q16520
P49760-1,P52737
O43765,Q96QK8
Q8TED1,Q96IV6-1
Q8TD16-2,Q9Y247
Q3SXY8-1,Q8NBD8
O43298,Q15560-1
Q14318-1,Q15125
Q03014,Q99750
A8KAH6,Q96RF0-1
Q96HA8-1,Q9HAT0-1
Q96P31-6,Q9NRZ5-1
Q7Z7G2,Q8WWP7
P0DPK4,Q86W54-2
Q86WB7-2,Q9HD20-2
Q14749,Q494R4-1
P35908,Q14525
P26196,Q13137-1
P11215-1,Q9NQQ7-1
P0DPK4,Q5TCM9
P52738-1,Q9NPB3-1
Q68G74-1,Q86U70-2
O76064-1,Q9Y2J4-1
A8MV81,Q96HA8-1
B1AHH4,P53539-1
Q8TBZ6,Q9C029-2
P17509-1,P49761-1
O76083-2,Q8IUG1
P17568,P60014
P54852,Q96HJ5-1
P63096-1,Q9Y4H4
Q9BQA9-1,Q9NQQ7-1
P60410,Q86YT5-1
Q63ZY3-1,Q96T60-1
Q8N4V2,Q9H0Q3-1
A0A0C4DGF1,Q7Z6R9
O95363,P07951-2
P15941-11,Q96S97
O43739-2,Q96HB5-1
O76081-6,Q9H6Z4-3
P57052-1,Q9H0I2-1
Q8WW34-2,Q96C03-1
A8K0Z3,Q99816-1
P60033,Q7Z7G2
Q8N5K1,Q8WWG1
A6NEM1-1,Q9UER7-1
Q15653-1,Q96KE9-2
O75031-1,Q6ZSJ9-1
P63208-1,Q9UKC9-1
Q7L273,Q9H8Y8-1
P0CG20,Q8IYI6
Q9HC62-1,Q9UBN6
Q96HA8-1,Q96LK8
P33240-1,Q92734-1
A0A087WX54,Q9NVV9-1
O43741-1,Q8N6F8
O15529,P02808-1
P49447-1,Q96F15-1
O14964-1,P28070
O76011,Q13227-1
P08727,Q3SY84
P05787-1,Q7Z3Z0
O94955,Q96SF7-2
P42768,P57075-2
P11836-1,Q9BQ29
Q07325,Q9NY26-1
P07204,Q9BQA9-1
Q7Z699,Q9H2G9-1
Q99732-1,Q9UHD9
Q96C24-1,Q9H4L5-1
P0DI81-1,Q8IUR0
O14880,Q9H0Q3-1
Q5T619,S4R3B8
Q96A09,Q9UGU5
P02654,Q53QW1
Q6QNY1-2,Q8IYE0-1
P49247,Q8N5M1
P08779,Q9H257-2
Q2I0M5-1,Q96NT3-2
P27361-1,Q15121-1
O43759-2,Q96BA8-1
P09693,Q969K7-1
A0A087WXA6,Q8IW40-1
P58397-3,Q13625-2
O14561,Q969H6-1
Q02930-4,Q9BYR5
O00291-1,Q15560-1
P49761-1,Q9ULD5-2
P05362,Q9UHD9
Q13257-1,Q14145
P50222,Q8IWB6-1
P49910,P57086
P0DJD3-2,Q9Y272-1
P49411,Q96MV8-1
P10619-1,P54219-3
J3KQ12,Q96HH6-1
Q86UW9-1,Q9NZD8-1
P36021,Q96H72-1
Q8WVV5-1,Q9NZD1-1
P54253-1,P86478
Q5HYJ3-3,Q9BYQ4
O43482,Q9UI47-1
A0A0J9YW04,Q9BXU3
P16144-2,Q3LI76
Q2VPA4-1,Q8NEL9-2
B8A4K4,Q86YT5-1
P60331,Q7Z4V0-1
Q8N4U5-1,Q9P0U4-2
P16118-1,Q16875-1
P0C7W6,Q53TS8-1
Q8N9N5-2,Q96DN7
O76013-2,P19013
O00291-1,Q8N8B7-1
Q8N114-3,Q96EQ0
Q08117-2,Q9UPY8-1
P49639,Q9BQ66
Q8TCE9-1,Q9NR46-1
O00167-2,Q9BUZ4-1
O15496,Q9BXY8-1
O75884-1,O95199-1
P48058-2,Q8WTS1
P01130-1,Q9H2K0
O43809,Q96HA8-1
Q53GL0-1,Q86UF1
P19012-1,Q9H0I2-1
Q8N9W4,Q9H8Y8-1
Q7Z3S9-1,Q86W54-2
Q13323,Q8N511
Q96MV1,Q9H2A7
Q8WTP8-1,Q9H9D4
P35998-1,Q16401-1
Q13895,Q9BRK4
P57054-2,Q96HH6-1
Q5T6C5,Q8TEC5-1
Q5JST6-1,Q9HC98-1
O76071,Q9Y3D0
Q6UY14-1,Q86YT5-1
A8MTQ0,Q8WWB5-1
P60370,Q5T871
P26196,Q14696-1
Q5TA45-1,Q8WU58
Q15669,Q92673
O95229-1,Q7Z3B4-1
Q6WN34-2,Q86YD7
Q8WVP5,Q92997-1
Q86TG7-2,Q9NQT4
Q7Z3S9-1,Q9BXU8
Q8NI38-1,Q9UBR4-2
Q8IVT2,Q96RU7
P48730-1,Q9P286
A0A0C4DFT7,Q3KNW5
Q5MJ10,Q8TF50
O14684,Q04941-1
O00767,Q5SR56-1
Q3ZCW2,Q9Y6D9-1
P58418-3,Q8NHW4-1
A0A0C3SFZ9,Q8N8X9
Q12933-1,Q8N6R0-5
Q9UHV2,Q9UIG4
P26371,Q9BWG6-1
Q9NVC3-1,Q9UGH3-1
Q14192-1,Q96D03
O95231,P84101-3
P50221-1,Q32MM7
Q01974,Q6P1W5-2
Q9H2S6-1,Q9NPE6
O60763-1,O60763-1
Q08117-2,Q7Z3S9-1
O00623,Q8TDQ4
Q13098-7,Q9NZN8-1
P17152,Q15800-1
A0A0C4DFT7,Q14145
P50222,Q06455-4
O43561-2,P57739
Q8N0S2-1,Q8WV44-1
A6NC98-1,Q9NRE2-1
O75716,P60410
Q6NUQ1,Q96S90-1
Q99932-2,Q9HBE1-4
A0A087WTN8,Q9NZ72-1
Q9BYT1-1,Q9HB07
P54849-1,Q9Y5Q5-1
Q12933-1,Q96IZ5-1
Q7Z699,Q8IVS8-1
P62854,Q969E8
P32242,Q9NZ81-1
P08727,Q9NX04-1
P14373-1,Q15561-2
P09067,Q9H0C1
Q8TD91-2,Q99750
Q9H0E2-1,Q9H305-1
O43251-10,P54253-1
P26951-1,Q0VAQ4
Q8WV44-1,Q9H707
Q6ZVE7,Q9NUU6
Q5M9Q1,Q96SQ5-1
O14735-1,Q96MV1
Q8NBQ5,Q9UKR5
Q13077-1,Q7Z5V6-2
P27918,Q99932-2
O95236-2,Q96Q45-2
P36406-1,Q8IYE1
O43602-2,Q96DT7-3
Q7Z7N9,Q8N1E2
O15481,P14927-1
P14859-1,P86481
O14735-1,Q9H2K0
P10619-1,Q7Z7G2
P26367-1,Q9UBB6-1
P25067,Q8WZ55
O43741-1,Q5RL73-1
P49639,Q04900-1
Q9BUL9,Q9NRD5-1
Q9BY27,Q9NRY2-1
A8MT18,Q9NPL8
Q9UHD9,Q9Y5G4-2
Q495M9,Q96MY7-2
Q12933-1,Q9H6Z4-3
P41181,Q5QGT7
O14817,P60410
Q15025-1,Q16543
P60370,Q8IUC0
Q3LI72,Q9HBE1-4
P78347-2,Q9BYV2-1
Q5TAB7-1,Q8N6L0
P26368-2,Q6NT76-1
Q96PV4,Q9UBR4-2
A8MYP8-1,Q9BYR6
Q01105-2,Q9BT49
Q5JR59-3,Q5TAP6
O15393-1,Q9BSE2
O75508,Q96HE8-2
O43395-1,Q6ZUT1-3
O43679-1,Q86VI1
O95817,Q9NU39
O43865-1,Q96MH2
A0A0C4DFN3,P30273
Q8N9Q2,Q92759-1
Q5TA79,Q9BYQ0
P60411-1,Q5HYJ3-3
A8K0Z3,P09493-10
Q14318-1,Q8TBM7-1
P60520,Q2T9L4
H0YDE2,Q9NRD5-1
O95273-1,P17024
P50222,Q8WYA1-3
P41227-1,P50222
Q04941-1,Q9BQ29
Q7Z5P4-1,Q8NBJ4-1
Q92608-1,Q9BYQ3
P49795,Q8NEC5
P19237,Q68D86-1
A0A087WTN8,Q6NUQ1
C9J9W2,Q9BYR7
Q13561-1,Q96JB2-2
P54852,Q5T700-1
Q96JM7-2,Q96S99
Q99942,Q99942
Q8WVX3-1,Q9BXK5-1
P28799-1,Q07627
P46459-1,P50222
P26367-1,Q8N9N8
O60336-1,Q96M29
P51946,Q15669
O43482,Q13227-1
P49901,Q8N5G2-1
P78424-1,Q99717
P11912-1,Q9H1M4
O75396,Q96BA8-1
Q8N5M9,Q96E16
Q99816-1,Q9HAZ2-2
P52294,Q9BUI4
Q0VD86-1,Q9BUN1-1
Q96DZ9-2,Q96L46
Q2TAL6,Q5TA76
Q05329,Q6ZPD8
P31273,Q3LI67
O95833,P78386
Q9BT92,Q9Y5B8-1
P50221-1,Q9H3U1-1
Q99757,Q9Y605
Q0VD86-1,Q53S33-1
O95988,Q99687-3
F5GZ20,Q9P0S3
Q14108-1,Q8TED1
P25490,Q03923-2
P08123,Q9UHD9
Q8TBC5-1,Q9BRP7-1
B8A4K4,Q96IQ9-1
P20138-1,Q9H2S6-1
P49639,Q4VCS5-2
Q7Z3S9-1,Q9Y272-1
Q53TS8-1,Q9BRK4
Q13426-1,Q13426-1
P11912-1,Q16873
P01137,Q5T7P2
P80188-1,Q17RF5-1
Q6PL24,Q9H1M3
P51668,Q9UHC7-1
Q6ZUI0,Q9NQQ7-1
Q15436-1,Q969F0
A8MT33,Q6IPU0-1
Q86Y26-1,Q9P2K3-2
P59942,Q0D2K3-1
B0QYN7,P26371
Q53TS8-1,Q6IC98-1
Q8N8B7-1,Q9UJV3-2
P54253-1,Q9UKD1
Q96CD2-1,Q9H8W4
Q7L5A8-1,Q96HV5
Q96PN8,Q9BYU1
Q8TAF8,Q9UIQ6-2
Q8IXW7,Q9NXE8-1
Q7L2R6-2,Q9BRT2
Q3LHN2,Q9BYQ3
Q13113,Q8TAF8
Q01628,Q6UWN5-1
H0YKB7,P08133-1
Q92753-1,X6R3R3
H0YKB7,Q9Y2P0
P57075-2,Q8NCR6-1
Q3V5L5-5,Q8WTU2-1
P54219-3,Q86W74-2
Q13352-1,Q8N6Y0-1
Q0VD86-1,Q96QG7-1
O95696-1,Q9UBB9-1
Q3KNW5,Q9ULC5-1
P0DPK4,Q15040
O75716,Q04864-2
Q5W5X9-3,Q96RU7
B8A4K4,P60329
Q8N5M9,Q9NTJ5-1
Q6UX27-3,Q8IUN9-1
Q69YG0,Q9H902-1
Q13490-1,Q9Y3E2
O95678,Q7Z3Y9
P16144-2,P60411-1
Q70EL1-9,Q9NQX0-3
Q15560-1,Q9H4L5-1
O76011,P43353-1
Q86W74-2,Q8NC24
A8MV65-2,Q3LI66
B8A4K4,Q92997-1
F6XHT0,Q9NQQ7-1
P60328,Q8NEW7
Q9UPY8-1,Q9UPY8-1
B8A4K4,Q13207
P14373-1,Q8IYR0
O43741-1,P42575-1
Q6NVU6,Q8IZ63
Q8TBB1-1,Q9P0T4
P56545-3,Q08289-1
P0DPK4,Q86TG1-1
Q5JX71,Q86UF1
Q8WVD5-1,Q9H4B4
P36406-1,Q9BWG6-1
O43296,Q99750
P10644-1,Q8N0X7
P23508-1,Q9NWH9-1
Q6PL24,Q9BTD3
O43559,Q7Z6I5
P49639,Q9NQ32-2
P78358-1,Q13733-2
P35240-4,Q4VCS5-2
P43080,Q96PH6
P36021,P60201-2
Q96PN8,Q9H0C1
P50402,Q6NX45
Q8N6S4-1,Q8NHS1
P50222,Q8WWZ8-2
P54849-1,Q15041-1
Q9BYV2-1,Q9Y2B5-1
Q13541,Q8N720-1
P60410,Q9H270
A0A0C3SFZ9,O43167-1
P60409,Q8N0Y2-2
P54646,Q9NQM4
Q9BPU9,Q9BRG1
Q96DN0,Q9UHD9
Q96HH6-1,Q9GZR5
P26371,Q5TA79
Q5T754,Q6L8G9
P25791-1,Q7Z6J9-1
Q07627,Q9NWS9-2
Q5SWW7,Q5SWW7
P20338,Q96MP8-2
Q8N5M9,Q9NR31-1
O76083-2,Q13049
Q8NHQ1-1,Q96HA8-1
O95231,Q9UF11-4
P98175-1,Q9GZV8
P63241-1,Q9NRD5-1
A0PJX8,P02652
Q5HY54,Q6ZTI6-2
P58505-1,Q86Z20-1
Q5JX71,Q7Z2K6-1
Q3LI66,Q96M29
Q8WUE5-1,Q9Y316-1
P20618,Q9BVG8-5
O43169,Q8N183
Q12933-1,Q86VK4-3
Q3LHN2,Q96S52-1
Q8TD31-1,Q96MT8-3
Q13422-7,Q9UPY8-1
Q9BZL3,Q9Y6I9
Q96N95-3,Q9Y5A6
O43790,Q7RTU3
O95967,Q5T5B0
Q13520,Q8IVQ6
Q5T7P8-2,Q92997-1
Q6PID6,Q8WV92
O95183,Q9UNK0
P31943,Q96DH6-1
A0A0C4DGF1,Q99932-2
O15405-1,Q08117-2
Q53HC5,Q7Z3K3-1
O00560-1,O95271-1
P09105,Q96HA8-1
Q6N022,Q92608-1
P04271,P26447
O95678,Q7Z3Z0
O75695,Q8IYS1
Q96DS6,Q9Y385
Q13520,Q8WVX3-1
Q8TBB1-1,Q9H6Z9
Q96MP8-2,Q9UBU9-1
Q8N680,Q9Y3B7-1
Q68G74-1,Q9NU19
Q5JQP4,Q969L2
P25786-1,Q96D03
O95214-1,Q9P0L0-1
Q9BX10-1,Q9UHW5-1
O43741-1,Q8TAI7-1
Q15746-2,Q9HD26-2
P02766,Q9Y2D1
O75783-1,Q8IXB3
P46439,Q9Y2J4-1
Q8N6M9,Q96CS7-1
O15400-1,Q7Z5P4-1
O75593,Q14774
P35249-1,P40937-1
Q04837,Q7L8S5
P78324-2,Q2TAC2-2
O95429-1,Q9Y5V3-1
Q15645-1,Q3V5L5-5
B8A4K4,Q92608-1
Q8N6W0-1,Q9BYR5
P50222,Q9UBE0-1
P26371,Q6UWV6
P30825,Q9BSE4
Q9H4D5-1,Q9NPJ8-3
P11912-1,P29972-1
O14964-1,Q15323
Q14353-1,Q969Q5
O43639,Q9Y2H0-1
P78317-1,Q8IZU1
Q5J8X5-1,Q9NP94-1
A8MUN0,Q9BYQ4
Q9UJX0-2,Q9Y6K9-1
Q16825,Q96EF6
Q96KR6,Q9NS64
A0A0A0MQS2,P49759-1
Q15323,Q8WWY3-1
Q9BXF9,Q9BYR8
Q8TEB9-1,Q99942
Q3LI67,Q3LI70
P49639,Q9NRY7-2
B8A4K4,Q86UY5-1
Q8IV36-1,Q9BZL1
Q6AZZ1-1,Q8TBB1-1
Q765P7-1,Q9H7N4
P49638,Q6ZPD8
P09917-1,Q9Y6D9-1
P29218-1,P29218-1
A0A088AWP1,Q06455-4
P49901,Q9BYS1
E5RGB3,H7BZ61
H7C4R2,Q96HB5-1
Q6ZRY4-1,Q96K80
O43257,Q63ZY3-1
Q86XJ5,Q8TCE9-1
P23771-2,Q3LI66
Q06587-1,Q96PE6
O60861-1,Q96EZ8-1
Q15415-1,Q96MU7-1
P61236-2,Q5VWN6-1
O95429-1,Q86Y13-1
P0CG20,Q13643
O95295,Q96BD8-1
P45844-4,Q13520
A0A087WW39,Q08117-2
C9JKN6,Q8N9I0
O60336-1,Q6PEX3
P05107,Q9BQE5
O43320,Q0VD86-1
Q7RTU3,Q9UPG8
Q15276-1,Q96M91
O75865-2,Q9UKT9-1
Q8N6S5,Q9NPL8
P86479,Q9NYB9-2
A8MUN0,Q8IUC1
Q8N895,Q9BWT7-1
C9JKN6,P48165
Q01850,Q8NEH6
P40426-5,Q6NTF9-3
Q86VK4-3,Q8N9N5-2
Q14764,Q53EP0-3
A1L4K1-1,Q9H0I2-1
Q9C086,Q9H257-2
P0C264,Q8WUT1
O43741-1,Q9NQB0-6
Q96EZ8-1,Q96KQ4
Q9BSR8,Q9Y5U9
B3EWG3,P45877
Q9GZT8-1,Q9HC98-1
P25791-1,Q6UY14-1
P41181,Q9H2A7
P28062-2,Q9Y5X3-2
O95406,Q9GZY8-5
Q5JR59-3,Q7Z3I7
Q13137-1,Q14D33
A8K0Z3,O75506
O95456-1,Q969U7-1
O75360,P49639
A0A0C4DFQ7,P08294
B2RUZ4,Q5JXX7
P51692,Q96PN8
Q96AJ1-1,Q9BW66-1
J3KQY6,O43189-1
P21145-1,P25942-1
Q8TBE3,Q9UNK0
Q13158,Q15628-1
Q9NQQ7-1,Q9Y6X1
Q3B820-1,Q9BYV9
P09016,Q9BYU1
Q15915,Q52LG2
O15552,Q06432
Q8IX15-1,Q8WUT1
Q14696-1,Q92917
Q92625-1,Q9H2G9-1
Q14687-2,Q96PV6-2
P52597,Q04864-2
O14653-1,Q8TBP5
Q8TB36-2,Q96PD2-2
P32856-2,Q13190-2
H0YLM1,P52757-1
P19397,Q96F15-1
A4D2B0,Q9NPC6
Q3SXY8-1,Q9P0S3
Q99633-1,Q9P0W5-4
Q3KNW5,Q6ZSS7
O00505,Q9NZL9-1
Q92982,Q9H400-1
O94888,Q9HCM9-2
Q5JXX7,Q8N2U9-1
P52597,Q70EL1-9
A6NCL1,P24864-1
P30273,Q9NUH8-1
O14653-1,Q96DZ7-1
O43765,Q02747
O15529,O60883
P07910-1,Q5T409
P10599-1,Q9BXU3
Q6L8H2,Q8IUG1
O76011,Q8IYR0
O15344-1,Q08426-1
O43679-1,Q9H6Z9
F8WBZ3,Q8TAF8
Q7Z3S9-1,Q92911
Q9HD20-2,Q9NQQ7-1
P23434,P43360
Q8IX15-1,Q9Y4Z0
O75716,P0DPK4
P26371,Q8N339
E9PGW9,Q96EZ8-1
O15342,P43628-1
B8A4K4,O43593-1
Q13643,Q9NQL9
P20138-1,Q9UPZ6
Q9BYU1,Q9UHV2
Q15776-1,Q8N0Y2-2
Q13520,Q9BRI3-1
P24863-1,P61024
Q14145,Q2NKX9-1
Q13895,Q9UKT9-1
Q6RW13-2,Q96E11-1
P62952,Q8NHS1
P06727,Q8IZR5-2
P50539-1,P60410
O95751,Q9UEG4
B8A4K4,P09211
E9PAL0,O43765
Q15020-1,Q9NQZ8
E9PNP0,P50222
P60014,Q8WTR7
P60410,Q03989-5
Q08AM2,Q9BRI3-1
A8MT33,Q86T90-1
P61086-1,Q06587-1
Q8IZ57,Q9Y225-1
P09758,Q701N4
P63167,Q6NT76-1
Q13520,Q9NV29
O75031-1,O75386-1
Q8N6Y0-1,Q9UDX3-2
P13807-1,P46976-2
Q8N912,Q9H400-1
P79522-1,Q5VWX1
P36508-1,Q5VWN6-1
O15155-1,P32856-2
P42681,Q8NA61-2
O76011,P31273
P48165,Q99437-1
Q9H8Y8-1,Q9UJX2-1
P49638,Q9NZJ6
Q5T753,Q5TA78
O76011,P27987-2
O00560-1,Q9NP86
Q2WGJ6,Q3LI66
O15084-3,O15371-1
H0YH91,Q9BXK1
Q16656-4,Q8N1D0-2
Q6RW13-2,Q9H169-2
Q9GZY8-5,Q9NTJ5-1
Q3SXP7,Q8IY26
Q969L2,Q99961-1
Q5BJF2,Q9BVX2-1
Q02930-4,Q9BYM8-1
Q5T754,Q8IUC1
O15393-1,Q9BXN2-7
Q86SG6,Q8IWZ5-1
A0A087WTN8,A8MTQ0
O43765,P78358-1
