P24593,Q9Y282-1
Q3KNW5,Q9BRI3-1
O14863,Q9NV29
P42857,Q6UWW9
B1AHH4,Q8N6Y0-1
Q8IXB3,Q9NWC5
Q08117-2,Q96RU7
A0A0J9YW04,Q96BR9
P54315-1,Q9Y375
Q7Z5P4-1,Q96JF0-2
A0A0C4DGM4,Q14657
Q5T751,Q7Z698-1
P33176,P62487
P55081,Q9NSC5-1
Q07627,Q8NE01-1
O15481,Q14696-1
P00742,Q7Z3S9-1
P50222,Q9NQT4
P28070,Q96M29
P14678-2,Q9Y333
P0DPK4,Q96MM6
P17482,Q9UHJ3-1
Q6P531-1,Q92520
P21580,P54725-1
Q7Z3S9-1,Q9H2X0-1
P14678-2,Q70EL1-9
O00155,O15342
Q8N661,Q9NS64
A0A075B739,Q13064
Q5T2T1-1,Q5VVJ2-1
Q86X02,Q8TD31-1
O14684,Q08426-1
O76014,Q7RTS7
Q8N386,Q9NZD1-1
P36382,Q6ZP29-3
O60479,Q12837-1
Q5JXX7,Q9NWH2
Q9NWQ9,Q9Y5X2
P0CG20,Q8IUC2
P04233-2,P0DJD7
P33240-1,Q9NQX0-3
Q96B26,Q9NU39
J3KQU5,P35548
Q01974,Q6ZVD7-1
O95429-1,P02794
Q15323,Q9ULV5-2
O95214-1,Q8TDT2
Q2TAL6,Q96EQ0
A0A087WZB6,O60341-1
Q8N998,Q96CN5
A0A0C4DG49,P0DPK4
Q8TF50,Q96EG3
P15941-11,Q8N6R1
O15552,P29033
P86478,Q14119
P17980,Q9Y2J4-1
P60410,Q86VE0
P30825,P50876
O14880,Q06432
Q14973,Q96D05-1
O43169,O95279
Q86WB7-2,Q9NUH8-1
Q6TGC4,Q8TF50
Q3SXY8-1,Q9H2S6-1
P86478,Q6P1W5-2
Q6NVU6,Q9BVN2-2
P54315-1,Q96Q45-2
Q13114-1,Q9Y547
P86496,Q92734-1
Q63ZY3-1,Q9BUZ4-1
Q96Q45-2,Q9BZW4-1
O95208-2,Q9BWQ8-1
Q8TDM0-3,Q9H0I2-1
M0QXR4,Q9NRY6
A8KAH6,O95817
P26371,Q5T752
P20618,P25800-1
P22415-1,P57077-4
Q01850,Q8TAU3-1
H0YDE2,Q86W67
O76013-2,P55040
P49411,Q15041-1
Q9NQZ2,Q9NRD5-1
P84074,Q9BWX5
Q13520,Q5QGT7
Q96PV4,Q9UI47-1
A0PK11,Q8N6K0
Q13277-1,Q13520
P15941-11,Q9BZW4-1
P0C7H8,Q3B820-1
P40426-5,Q6PUV4
Q5MJ10,Q6NZI2-1
Q12837-1,Q9H3L0
Q6GMV2,Q96SQ5-1
A0A0C4DGF2,P07954-1
Q8N5K1,Q8WWT9-1
P61236-2,P86481
P05090,Q9Y282-1
B8A4K4,Q92911
P14136-1,Q6NX45
P15622-3,Q16204
Q5HY54,Q8TCE9-1
P32242,Q8IUG1
E5RGB3,P86480
P55273,Q4VC12-1
Q5JST6-1,Q9H5Z6-2
A0A0C4DGE8,Q9H8Y8-1
Q9UEG4,Q9Y2P0
P22732-1,Q3SXY8-1
Q9BYQ4,Q9Y2T1
A0A1B0GTK8,Q9Y3M2
P27658,Q9Y2M5-1
Q8IXM6-1,Q9NQQ7-1
Q01664,Q13077-1
O75830,Q96EQ0
O43709-1,Q9UI30-1
P02654,Q9UMS0-1
Q6IPR3-1,Q9NRD5-1
Q5T6F2-1,Q9BUR4
M0R160,O43711
F6RP06,Q96MV8-1
Q17RL8,Q8TAP6-1
P60411-1,Q96NL3-1
Q6ZRY4-1,Q96IZ5-1
P61970,Q8WTV1-1
Q63ZY3-1,Q6ZMJ2-2
P15622-3,Q6P2D0-1
Q6PL24,Q9NX76
P15259,P15259
P61758,Q8TAP4-1
Q8TD16-2,Q96IZ5-1
P35372-1,Q8IV08
P78317-1,Q5BIX2
A0A2H2FF08,Q9C0F1-1
P53672,Q5SWW7
A6NC98-1,Q9NQT4
Q07627,Q8TBB1-1
Q8WWY3-1,Q9UJL9-1
Q5TA77,Q5TA81
Q04941-1,Q9H6H4-1
O15116,O95988
Q96D03,Q96IW7
O95429-1,Q9BQ66
P62993-1,Q9BUN5-3
O76013-2,Q86Y46-1
Q8WYN0-1,Q9H0R8-1
P60371,Q12950
P68400-1,Q9UBR4-2
A6NC98-1,O60941-5
P86479,Q9NZH5-2
Q5MJ10,Q86UB2-1
J3KQH6,Q9H190-1
Q02535,Q96NT3-2
P31321,Q86YD7
Q02930-4,Q9Y3S2
Q53ET0,Q9UJX2-1
P15884-3,Q02577
Q8WU58,Q99471-1
Q76KX8-1,Q9UPQ3-1
O43639,Q9H3P2-1
P80188-1,Q96LC9-1
P0C264,P84022-1
O95231,Q9BRT3
P26371,Q49AN0-1
Q5T7P2,Q6L8G9
O60941-5,Q9BYV2-1
P61601,Q96SL4
P86496,Q15038-1
A0A0C4DG49,Q8N2H4-1
O43242-1,O43298
P62333,Q8TAB5
Q8TD31-1,Q96EZ8-1
Q03431,Q96NT3-2
O14817,Q9BYQ3
O15539-1,P50222
Q9BQ66,Q9BYE3
Q9UHR4,Q9UQB8-4
O95563,Q9UHD4
Q86TV6-1,Q8TBN0-1
P56693-1,Q15038-1
P13647,Q0VD86-1
O75593,Q3SY46
Q3B820-1,Q86WP2-1
P36383,Q8N2M4
Q12837-1,Q9BYR5
P86479,Q9NPB3-1
Q13555-5,Q3LI67
Q15125,Q8WVV5-1
O95967,Q9BS34
P30153,Q9Y2V2
P29033,Q9Y320-1
Q9BSK4,Q9UDY8-2
O43609,Q7Z3S9-1
B8A4K4,Q6NSM0
O95231,P59991
P42772-1,Q9UI12-1
P26371,P60370
O75716,Q93015-2
Q5T753,Q5T7P3
Q9H707,S4R3B8
Q6ICB0,Q8IYU4-1
O95671-1,P48775
Q8IUC2,Q9NQ32-2
O95429-1,Q96D03
Q3SY46,Q7L273
P36508-1,P61236-2
P63208-1,Q6P050
Q8IYE0-1,Q9ULW6-1
Q8N112,Q9NZD8-1
P31274,Q16633
Q96HR8-1,Q9BSE4
P86496,Q7Z3K3-1
O15079-1,Q6NTF9-3
Q96GC9-1,Q9Y282-1
Q8IUC3,Q8TDC0-1
P29972-1,Q8WWF3
A0A087WUI6,Q659C4-1
P80188-1,Q99816-1
O76081-6,Q8TBB1-1
O75420,P0CG20
P60410,Q9H9D4
Q7Z3S9-1,Q9UQ90-2
P17024,P60328
Q92997-1,Q96EG3
H0YH91,O00746-1
Q15041-1,Q9BSR8
P54646,Q13422-7
O15049,P61968
O95257,P12814-1
P98095-1,Q969U6-1
O15344-1,O95208-2
Q96A09,Q96IP4-1
A0AV96-1,Q8N6W0-1
Q8N6F1-2,Q9HBV2
Q96JP0,Q96MT8-3
Q5T754,Q8IWZ5-1
P52954,Q9BYQ4
P12532-1,P84074
Q5RL73-1,Q8WW24
P49761-1,Q9Y2P0
Q96D03,Q96KN1
Q8N9N5-2,Q969G2
O95674-1,O95859-1
A8MUN0,Q5TCM9
Q8IUC1,Q9UBP5
Q6GPH4-1,Q86XT4
Q12837-1,Q5TCM9
Q6NUJ2,Q9BYR9
O43765,Q16586-1
Q02446,Q5MJ09
Q05940-1,Q96DZ9-2
H0YKB7,O43482
C9JDX1,O15243
O14653-1,Q53TN4-1
P09234,Q3MIV0
Q8TBB6,Q9NRQ5
Q13895,Q5JR59-3
P50222,Q6ZVT0-3
P11912-1,Q9NRQ5
O43829,Q9HC52
Q15038-1,Q7Z4W3
P18848,Q96NT1
Q969Y2-1,Q9UJW9
O60504-1,Q5HYW2
P09017,Q9NQT4
Q86U28-1,Q9H5Z6-2
Q9HAN9,Q9NRD5-1
P00540,Q14525
P54646,Q96F24-1
Q96EG3,Q9BYQ6
O15342,Q9H2A7
A0A087WTN8,Q9H5F2
Q15323,Q5XKE5
O43741-1,O60729-1
P0C7H8,P49910
Q08209-2,Q6ZMU5-2
Q13526,Q16204
O76064-1,Q5QJE6
Q9NRQ5,Q9Y320-1
A0A0A0MR80,P13196-1
O15198-2,Q9Y2U8
P29972-1,Q9BUH8
H7C3J6,P86478
P48165,Q8TDU9
Q8NHQ1-1,Q99848
M0QZW9,Q5JX71
Q2NL98,Q58EX2-1
O43281-2,Q9NYB9-2
Q5T7P2,Q9BYQ0
Q8NF50-4,Q9Y2V7-1
Q15560-1,Q96N21-1
P47897-1,Q9NQX0-3
P19784,Q8WV44-1
Q8N912,Q9BQA9-1
C9J9W2,Q9NZC7-5
P54253-1,Q9NTM9
P84103-1,Q8TBB1-1
G5E9W6,Q9UI47-1
Q96GM5-1,Q9BYU1
O14523-2,Q9BRK0-1
Q6NZ36-4,Q9NP55-1
O95968,Q5JX71
O60499-2,Q8NI60-1
Q01974,Q8N813
Q16543,Q9NSC5-1
P78346-1,Q969H6-1
Q05329,Q5T9G4-2
A0A087WV42,Q8N6Q1-1
Q2TAY7-1,Q9Y605
P0DPK4,P32242
Q96HA8-1,Q9BRK3-1
Q03393,Q03393
P35268,Q9NVV9-1
A0A0C4DG49,B2RUZ4
P25800-1,Q9BYV2-1
P30825,Q969F0
Q96Q45-2,Q9H2A7
Q96GF1-1,Q9BVK8-1
Q96EQ0,Q9NS68-2
P57105,Q96MV1
P84101-3,P86479
P21673,Q08117-2
Q6P1L6-1,Q9Y5B8-1
A1L4K1-1,Q9UK33
Q9NPI6,Q9NPJ4-1
Q7Z3H0-1,Q9UHD9
Q2M3R5-1,Q9Y548-1
B8A4K4,Q8N8Z8-1
O94829,P23760-7
O15400-1,Q16623-1
O75420,P26196
Q8TBE3,Q92935
P00338-1,Q499Y8
O94900,P59990
A0A0U1RQF7,P41271
Q13158,Q15560-1
A0A0C4DH14,Q96RU7
Q96HP8,Q9H2K0
Q15654-1,Q7L273
P21757-1,Q13021
A0A0C4DFV2,Q8N8B7-1
A0A0C4DGE8,Q8IYA8-1
Q07627,Q92824-2
Q9Y225-1,Q9Y320-1
O43741-1,Q9H5F2
O00560-1,Q8IZU1
Q96N21-1,Q9BX59-1
O15427,Q9UMX0-1
P25067,Q00059-1
Q6PEX3,Q8N6W0-1
O95967,Q9UMX0-1
A0A0C4DG42,Q08AM6-1
O76003,Q9BYQ0
P45984-1,Q8TDR4
P62195-1,P62333
O14653-1,Q3SXY8-1
Q13643,Q9GZV7
P47897-1,Q3B8N2-1
Q16623-1,Q8N4V1-1
O43521-1,Q92843-1
Q15836,Q8IVF2-2
P51114-2,Q9BU76-1
P26678,Q9Y3P8
Q12797-6,Q8TED1
A0A0C4DGP0,Q6RW13-2
Q53G59-1,Q6IQ55-1
Q12933-1,Q9HC52
O95295,Q68D86-1
Q5SR56-1,Q96HP8
A0A0C3SFZ9,Q13895
Q6PKX4,Q8N6F8
O15405-1,Q9H1M0-1
P24863-1,Q96N21-1
O14633,Q8IUG1
Q86UR1-2,Q9BRX9
Q8WZ55,Q9BQ29
P42857,Q8N6L0
O75971-2,P13349
Q6ICB0,Q9P2A4-1
P33176,Q96BR9
Q8N5M9,Q8TAV4-1
B2RXF5,Q86X02
Q96BA8-1,Q96GM1-1
P78337,Q53HC5
P57105,Q5VYS4-1
O96014,P60410
O43548-1,Q14451-1
P21579,Q9H115-1
Q5QGT7,Q8NC24
P35372-1,Q8N386
Q96FJ0-1,Q9P209-1
Q8TF42,Q92993-1
O43617-1,P0DI81-1
P22415-1,Q8IX15-1
P50222,Q5TA79
Q05516-1,Q9H707
Q9HC98-1,Q9Y2V7-1
Q9UBB9-1,Q9UMS0-1
P32242,Q9BYQ3
Q96Q45-2,Q9H2L4
O76015,Q12837-1
Q5SR56-1,Q9NSU2-1
O43247-2,Q9H257-2
A0A087WVF5,Q8N443-1
P61970,Q9C004-1
Q6ZNG0-1,Q9BUZ4-1
Q13227-1,Q5TA45-1
O15552,P29400-2
Q9BYR8,Q9UBP5
P26951-1,Q9NXK6
A0A0C4DGJ5,Q92624
O95696-1,P23508-1
P60331,Q12837-1
Q13520,Q96EC8-1
Q5SNT2-2,Q8TDT2
Q0D2K3-1,Q96HU8
O14633,P60409
P19474-1,Q13588
O15371-1,Q86Z20-1
O60806,Q15915
Q96DZ9-2,Q9NR31-1
P41238,Q3LI64
Q15323,Q8N6F1-2
P61758,Q9NX04-1
Q15836,Q4KMG9-1
P53674,Q96D03
P29972-1,Q9BYS1
P05090,Q9NQQ7-1
O76071,Q9Y6M7-1
O15084-3,Q0VD86-1
Q96KR6,Q9GZY8-5
Q5H9K5,Q9H8Y8-1
B2RUY7-1,Q5TA76
Q5HYJ3-3,Q9BYQ6
Q96H86-1,Q9Y3S2
Q8N6Y0-1,Q9NPJ6-1
P08034,P48230
P06239-3,Q8NI38-1
Q7Z6V5-2,Q96GM5-1
Q0VAQ4,Q8WY98-1
P10745,Q9NRQ2-1
O43741-1,Q8TF50
Q7Z3B4-1,Q9NX04-1
P48745,Q12837-1
P48059-1,Q5T749
Q9NRY6,Q9NZC7-5
P32856-2,Q9UJX2-1
Q01196-8,Q8NI38-1
Q7Z4W3,Q96HR8-1
Q86Z20-1,Q9NX04-1
Q13077-1,Q9BWG6-1
P0CG20,P86496
Q3SXP7,Q7RTY0
Q8IUG1,Q96S52-1
P60409,Q49AN0-1
P84103-1,Q8NE01-1
P26441,Q96N21-1
Q494U1-3,Q9NWS0-1
Q15848,Q9NQQ7-1
Q3KNW5,Q8WW34-2
P47224,Q9NZU5-1
P27105-1,Q8TD22
Q8N8U2,Q92997-1
Q8NEC5,Q9UKJ5
Q2TBE0-1,Q9UJC3-1
Q9BUB7-1,Q9UBY5
O15131,Q7L5A3-1
P54725-1,Q9BZR9
P55081,Q9NWS0-1
Q8IVQ6,Q9GZR5
Q7Z3K3-1,Q7Z6I5
Q08043,Q13882-1
O95257,Q96MT7-1
Q8TBE3,Q92982
Q9NQT4,Q9NQX0-3
Q8N5M9,Q9NV29
P54725-1,P62979
Q969L2,Q96E29-1
Q15025-1,Q9BXW4
Q16543,Q86XJ5
O15504-2,O76011
P60014,Q5T753
Q6ZMZ0-1,Q9NTJ5-1
Q53FD0-2,Q9GZM8-1
P26196,Q96EL1
Q8N2Z9-1,Q969G2
O00329-1,P27986-2
Q5HY54,Q9NP98
O00182-2,Q15038-1
P31321,P38936
P50222,Q13526
Q5TF39,Q6UX27-3
Q9BWG6-1,Q9Y2T1
Q13520,Q9UKR5
P19012-1,Q9GZV7
Q5T751,Q9BQ66
O95967,Q6ZT89-3
B8A4K4,Q3V5L5-5
Q07627,Q15274
P31321,P36508-1
P00387-1,Q12982-1
A0A087X0T3,Q08117-2
Q5W5X9-3,Q9HC52
P23763-3,Q53FP2
Q03828,Q3SYF9
Q8NAV1-1,Q96CW1-1
P30519-1,Q3ZAQ7-1
Q8N912,Q8WWH4-1
Q3SXY8-1,Q5BJH2-2
Q8IUG1,Q9BYE3
O75928-2,Q9UFW8
Q9NRD5-1,Q9NSI2-1
P57075-2,Q86VP1-1
P23434,Q9NYP9
Q6PL24,Q8TBM7-1
H7C0T3,Q9HAP6-1
Q16623-1,Q9BXJ8-1
P78358-1,Q6VN20-1
P51798-1,Q9UGI6-2
P59990,Q15645-1
Q14192-1,Q9H2G9-1
P09012,P61978-2
A0A0C4DFT7,Q6P9G4
A0A087WVM2,Q9Y2W7-1
Q16543,Q8NA61-2
P62328,Q13643
Q07002-2,Q8TAP6-1
Q96I45,Q9Y282-1
O60641-3,Q9NYB9-2
Q9H190-1,Q9UMS0-1
A5D8V6,Q13227-1
A0A087WW42,P56282-1
Q14232-1,Q9Y2D1
Q9NRD5-1,Q9P291
Q5HY54,Q9BXN6
Q5T753,Q5TA81
P19474-1,Q05516-1
Q13596-1,Q8IZR5-2
P59991,Q5T751
Q969V4,Q9Y5B8-1
P62310,P62318-1
Q6IN84-1,Q8IXB3
A8MV65-2,Q3LHN2
O14777,Q96MT8-3
Q5MJ09,Q9BYU1
P37235,Q03060-25
O95859-1,P24593
Q3LHN2,Q3V5L5-5
P60411-1,Q7Z3S9-1
Q9GZY8-5,Q9UHI5-1
Q15635,Q9NPB3-1
P08779,P13647
I3L3J2,Q96JS3
Q12933-1,Q9NTX7-2
Q8NCW6-2,Q96EQ0
Q64LD2-2,Q9ULX6
Q96I34,Q9Y6H3
Q04917,Q86Z20-1
Q15052-2,Q8ND90
O15160-1,Q9Y2S0-1
O43639,Q96GY0
O43790,P61970
P26371,Q13214-2
P51681,P54849-1
Q8N6L0,Q9UL15-1
Q7Z698-1,Q96EG3
Q9H8Y8-1,Q9UHL9-1
Q8NA61-2,Q8TD31-1
O00241-2,P02654
P11215-1,Q8N6L0
P0C7H8,Q7Z6R9
Q16143,Q8NDC4-1
A0PK05-1,P11836-1
O75400-2,Q9UK58-1
A0A0C4DG42,Q13064
Q13625-2,Q9P1Z0
B8A4K4,Q9UHJ9-1
Q6EMK4,Q7Z3S9-1
Q68D86-1,Q96A72
O14964-1,P05015
P61601,Q969H8
O14894,Q86WK6
P59942,Q7Z3Y9
P86479,Q13952-2
Q12908,Q9NZ42
Q9BYR9,Q9UBR2
Q0VD86-1,Q9Y4F3-1
Q13257-1,Q9Y6D9-1
O95817,Q8WUU8-1
Q0VD86-1,Q8WW01-1
Q96MX0-1,Q9GZR5
H7C4R2,Q9H1K1-1
Q13515,Q2M2I5
O43463-1,Q9BRK4
Q2WGJ6,Q86WT6-2
Q8NDC0,Q9BTL3
Q9H0I2-1,Q9ULX6
Q7Z698-1,Q9UK32-1
O94888,P50221-1
Q9BYQ0,Q9BYR6
P62318-1,Q96HA8-1
Q15125,Q8WW34-2
P48059-1,P55040
P58397-3,Q8IYA8-1
P10619-1,Q96Q45-2
Q3KNV8-1,Q99496-1
O75360,Q8IUC2
P61289-1,Q92997-1
O95057,P52306-5
P32242,Q07627
Q7Z5B4-5,Q969X1
Q6NUQ1,Q9NRE2-1
P49901,Q8IWZ5-1
Q0VD86-1,Q3LI70
Q14973,Q96F15-1
P48051,Q6UX27-3
E9PKP1,P50222
Q8TBE0-1,Q99750
O14503,Q8TAP4-1
P51687,Q8WWB5-1
A0PK11,P26715-1
Q02930-4,Q9BYQ3
Q08426-1,Q96GQ5-1
P48051,Q9NVV5-2
Q92734-1,Q9NZC7-5
A0A1B0GTW0,Q13520
Q8WWV3-1,Q9GZV5
P60410,Q15937
P61970,Q9NSI6-4
B8A4K4,Q7Z3C6-3
P14373-1,P18075
Q93062-3,Q9UQM7-1
P48723,Q9UHD9
O75396,Q9GZR5
O75928-2,Q9UGU5
P50402,Q8N6L0
Q8WWY3-1,Q9BVG8-5
P30519-1,Q9BUF7-2
Q08117-2,Q9BR10
O75031-1,Q6ZSG2-1
P49639,Q6NSM0
A0A024RAC6,O14744-1
O15552,Q0VAQ4
Q5T7P3,Q8IWZ5-1
Q96A72,Q9BWT7-1
O76011,P09619-1
Q53S33-1,Q9NRD5-1
O95863,Q12933-1
O00560-1,Q5VSY0-1
P47897-1,Q7Z698-1
Q6ZSJ9-1,Q9NQT4
A1KXE4-1,Q9NQB0-6
P57075-2,Q15323
Q04941-1,Q5JX71
Q12908,Q4LDR2
Q6ZNH5,Q96BR9
P19397,Q8N661
P10606,P31321
A0A087WZ82,Q96MV1
Q969G3-1,Q9Y2J4-1
Q15125,Q8N2M4
O95363,Q96T49-1
Q07108,Q9NS64
Q5JR59-3,Q8IYI8
P57105,Q9Y282-1
Q6UXY1-2,Q9P2A4-1
P23769-1,Q8IUC2
Q86WT6-2,Q9H944-1
Q0VD86-1,Q92748
Q96MV8-1,Q9BSR8
P0CG21,P32242
A5LHX3,Q9H1Y0-1
P34981,Q8WW34-2
O43169,Q96Q45-2
Q9BWT7-1,Q9HC52
O75344-1,Q9NQ34-1
P40222,Q68CZ6-1
P0CB47,Q5T5X7
A0A286YEY3,Q8N720-1
P24522-1,Q13561-1
H7C3Y1,O95872
Q96EQ8,Q96IQ9-1
P84101-3,P86481
O75093-1,P60410
Q5M9N0-3,Q9UHD9
P28676,Q8NFV4-4
Q7Z3C6-3,Q8TDS5
O76015,P61968
O75031-1,Q92558
Q96SQ5-1,Q99750
O95376,P26367-1
Q01850,Q8N5A5-2
G5E9L9,Q2TAC2-2
Q03014,Q3LI67
A0PJX8,P11836-1
Q6ZSS7,Q86Y82
Q719H9,Q96PF1
O00258-1,Q8WTS1
Q15848,Q6UXG8-3
P30044-1,Q7Z417-1
Q9BU61-1,Q9P032
B3EWG3,P80188-1
D3DPN2,P26678
Q8WTX9,Q9HD26-2
P0DPK4,Q92824-2
Q14696-1,Q9HBI6
P54257-1,Q8TCX5-2
P48059-1,Q9BWG6-1
Q8TDV0,Q8WWF3
O75716,Q9Y2M5-1
J3KNI5,Q6PIF2
O00155,Q9HD89-1
A1L4K1-1,Q9H0E9-2
Q07627,Q13554-3
Q6PI77,Q96PV4
P35680-1,P55197-2
P40227-1,Q9BZY9-1
P17735,P17735
B2RUY7-1,Q8IUC1
P50548-1,Q9UGI0
P01137,Q6UY14-1
Q07817-1,Q92934
P50222,Q6L8G9
P21964-1,Q9NV29
Q96DU9-1,Q9BPZ3
A1L4K1-1,Q9UJV3-2
Q9BZL1,Q9NQ35
P52742-1,Q9BWG6-1
B8A4K4,Q9H7X3
P59990,Q9UHD9
Q53QW1,Q9NUH8-1
Q8N1B4-1,Q8TAB5
P57075-2,Q9UGI0
Q3SY00-1,Q9Y2D8-1
P53618,Q86T90-1
Q3KNS6-1,Q9UKI8-1
O95007,Q96N21-1
Q13526,Q96C00
Q6PEW1,Q8ND90
P07108-2,Q9UHV9
O15160-1,Q5T3J3-1
O43711,Q8IUB9
Q8IZR5-2,Q8NI60-1
O43765,P10124
O15482,Q9ULS5
Q3SY46,Q9H0E2-1
Q96AQ1-1,Q96LK0
Q5JR59-3,Q63ZY3-1
Q9P0T4,Q9UPG8
Q7Z6J9-1,Q9NZQ3-3
Q53TN4-1,Q9Y6X1
A6NEM1-1,Q08AG5
O94929-2,Q9UKT9-1
P78424-1,Q9Y5B8-1
P63167,Q9NSC5-1
Q5T409,Q96CN9
Q8N661,Q9P0B6
P62166-1,Q96C03-1
Q5T3J3-1,Q86VK4-3
P25786-1,P32321-1
P23434,Q13287
Q6L8G9,Q9BYQ4
Q5JR59-3,Q9Y3B7-1
O14817,Q5TA76
P34910-1,Q9Y5Z9-1
Q9BVG8-5,Q9H257-2
A1L443,O43639
Q5T409,Q7Z589-5
P30301,P32856-2
P17023-1,Q96A72
Q5BVD1-1,Q6P4E1-4
Q13163-1,Q13501-1
P61604,Q96HA8-1
P47224,Q9H0U4
A2RU14,Q96BI3-1
P53367-1,Q9BSY9-1
P17152,Q9BVX2-1
Q8IUG1,Q96EG3
O75379-1,P00387-1
Q3LI72,Q7L5A3-1
H7C4R2,Q9BZW7-1
P08247-1,Q9NQG6-1
P25800-1,Q9NQX0-3
Q96GC9-1,Q9NUM3-1
Q07817-1,Q9H2K0
P49638,Q9NR31-1
O75351,Q9HD42-1
P59942,Q13515
Q16633,Q3LI72
Q6UWT4-2,Q8TAF8
Q13114-1,Q9UKD1
Q96PV4,Q9ULU8-2
Q04941-1,Q9H5X1-1
A8MTA8-2,Q93062-3
A8MT33,Q8TF50
P28222,P35609-1
O15393-1,P56851
P35219,Q9BPX1
P48047,Q9BXU3
O75679-2,Q9NQP4
Q6UWN5-1,Q7Z2K6-1
Q8N8U2,Q96C00
Q00994-1,Q7Z6G3-2
P14784,Q15645-1
Q6ZSS7,Q9NWH2
Q71SY5-1,Q96CS7-1
Q96G42,Q9HBE1-4
Q96Q45-2,Q9BVK8-1
J3QSH9,O15055-1
P56524-2,Q92764
O43167-1,Q9BYR9
P32243-2,P62854
P01037,Q12797-6
Q6P1J9,Q9NRD5-1
A8MV65-2,Q6L8G9
P54727-1,Q9UHD9
P09693,P21145-1
O75841,P48165
O15525,Q8IX15-1
Q13526,Q9H3D4-1
O95393,P26951-1
G3V1Q5,Q9H3U1-1
Q86UY5-1,Q86UY5-1
P35609-1,Q53FD0-2
Q8IV03,Q8N5M1
Q9UI47-1,Q9Y6H3
A0A088AWP1,P62508-2
Q8N5M9,Q9NZ01-1
O43463-1,Q8N680
Q13137-1,Q96A72
A6NGQ2,P09917-1
Q15323,Q6KB66-2
P31943,Q8TDS5
P60520,Q86VP1-1
P27105-1,P50281
B8A4K4,P78385
O95214-1,Q69YG0
O75928-2,Q9BVG8-5
O94868-3,Q15027
Q8NI38-1,Q8TAE8
Q8TED1,Q96DZ9-2
P30305-1,P61289-1
P05787-1,Q15323
O00560-1,Q9UHC7-1
P28702-1,Q9NRD5-1
O43759-2,Q9HB07
Q0VD86-1,Q9Y5Y2
O14978,P10073
P08631-2,Q5T749
Q8TDT2,Q9H2L4
O14964-1,Q53EZ4-1
Q7Z5P4-1,Q9BSR8
O95789-4,P36508-1
P29400-2,Q9NP94-1
S4R3B8,S4R3B8
Q7Z3K3-1,Q99471-1
Q96JM7-2,Q96JM7-2
Q13520,Q9NS69
A0A0A0MTI2,Q9H1K6
Q96GF1-1,Q9BWQ6
Q58EX7-1,Q7Z6J4-1
Q15125,Q9UNK0
O00167-2,Q8NA54-1
Q96ES7,Q9Y448-1
Q6TDU7-1,Q9NYB9-2
P60371,Q5TA82
Q6UX40-1,Q9NQQ7-1
P14373-1,Q5TAP6
Q15041-1,Q9Y5W9-1
Q8N9N5-2,Q96LM5
Q00013-1,Q9UBK9
Q9UP95-1,Q9Y2T2
Q5QGT7,Q9H6H4-1
Q5TA79,Q9BYQ3
P15622-3,Q8WV44-1
P68400-1,Q8IYX3-2
Q00526,Q02548-1
P27658,Q3LHN2
Q6DKK2,Q8IYA8-1
P17021-1,Q7Z4V0-1
Q96A72,Q9HBF4-1
Q13227-1,Q13625-2
Q13526,Q9NR12-1
P35372-1,P56748
Q02930-4,Q3LI72
Q93045-1,Q9UI47-1
P50222,Q8WXB1-1
B8A4K4,Q9H707
Q7Z6G3-2,Q96GM5-1
Q16540,Q9BYR6
Q86WP2-1,Q9BVV2
Q15323,Q92608-1
Q8NI38-1,Q92731-3
O76014,P51800-3
P57075-2,Q92764
O60504-1,Q3SY00-1
P41182-1,Q8IUC0
B2RXF5,Q05516-1
Q6PI48,Q8WW34-2
P60410,R4GND3
P68400-1,P78356-1
P0DPK4,Q9NV56
Q8IUG1,Q92835-2
Q3LI66,Q9H0E2-1
O43281-2,O75865-2
A0A140G945,P02489
Q7L5A3-1,Q9ULX6
Q96B26,Q96MY7-2
Q14973,Q9NZC3
Q8N998,Q9Y247
P26371,Q9BYQ0
Q96EC8-1,Q99675
P25788-1,P60900-1
P26998,Q6PKX4
Q8IYB5-2,Q99471-1
P51687,Q2KHM9-1
Q15696,Q6BDI9
Q8IUN9-1,Q9NRQ5
Q86X02,Q9BWG6-1
P60370,Q9NWN3
G3V5E1,P49639
Q5J5C9,Q96NY8-1
Q96KR6,Q9P0B6
O14770-4,Q3LI67
O95619,Q8NFD2
Q06587-1,Q3KNV8-1
Q00526,Q5TZ20
P48165,P57103-4
O14964-1,Q99687-3
Q8TBB1-1,Q8WWB3-1
P60412,Q5TA77
P56945-1,Q92625-1
Q969V5,Q9BRK0-1
Q8WUK0-1,Q9BYR8
O75340-1,Q9Y5Z4-1
Q86VP1-1,Q9BWG6-1
P49747-1,Q7Z417-1
P50222,Q96PB7-3
Q53FV1,Q5JXX7
A0A1B0GVF2,C9IZY8
P62136-1,Q96T49-1
A0A0J9YW04,Q6NSM0
Q8N1B4-1,Q9Y247
P78424-1,Q9P2F9
P11802-1,Q9ULD0-1
P25791-1,Q8N5R6-4
Q5JX71,Q8N6F1-2
Q86UD4,Q9H2G4
O95471-1,Q5QGT7
A0A1B0GTK8,O00560-1
Q03252,Q96HB5-1
P09234,Q9Y5V3-1
A0A087WZ82,P30518-1
Q13561-1,Q9H3R5
P86480,Q9NPB3-1
O75604-1,Q7Z3Y8
P49639,Q9UGC6
A0A087WXA6,Q5W5X9-3
