Q9Y4F4
Q9UDY6
Q7L9L4
P30838
P35658
Q9NYQ7
Q9HBI1
Q9BTM9
Q9H175
O60721
Q5U649
P63096
Q6NXP0
Q15172
Q8NCR9
Q8WUY8
Q9BZY9
Q6ZN11
Q15723
A0A0A0MR49
Q02577
Q9UQE7
E5KS60
Q13118
Q8N355
P07288
Q9Y287
Q8NI35
P05771
Q5SY16
Q9HBY0
Q96EP9
X6RM59
O95996
Q9Y237
Q05655
Q9UBX5
Q9Y615
Q9UKA8
Q9H0U6
O95208
O60637
Q9NNZ3
Q8TDU9
Q719I0
Q9NPP4
Q9NRZ7
O15042
Q8IWZ3
Q15910
Q16853
O15409
A6NE70
Q99619
Q9UGL9
Q9NVQ4
P78347
Q6ZN57
P63092
P36382
P20138
Q14657
A0A0G2JH32
Q70Z44
Q86SG6
Q2LD37
P52597
P13797
Q9UDT6
Q96EN8
Q5T5U3
Q8N9W8
Q6VMQ6
P13686
P48058
P26842
Q8WVD3
P49798
Q8N6R0
Q9HAR2
Q9NZZ3
Q15643
O94855
Q15155
Q99436
Q8N7U7
P04626
Q9NS86
O95848
P62851
A8K8V0
Q6NUN9
Q13470
P27695
Q13131
Q96PB7
Q9HCE0
Q96DH6
P34981
O60759
Q9UJ72
Q9H2X3
Q8TF05
Q6UB99
P07195
Q86UW7
Q9Y6M0
Q96A47
Q13117
Q86XS8
Q05209
A0A087WSW0
O95473
Q4TT70
Q8IWB6
P21796
Q53GS9
Q5VZR4
Q9P287
Q96LI6
P17643
Q5JNW7
Q9HCH5
A0A0S2Z4D7
P49354
Q6XYB7
P62841
Q9H6S1
Q9H2D6
Q8N4T4
Q96K97
Q9NQ92
P16150
O43315
Q5SWH9
Q9NVN8
Q92526
Q16270
Q16626
Q9BXU8
Q8IUF1
P04264
Q9HBG7
P00519
Q02223
Q6ZMI0
O43159
Q9UND3
Q86WP2
Q03431
Q9UQQ2
Q7RTT5
Q6UW88
Q8NFT6
Q96EJ4
Q9UMP2
O95994
Q9Y2P0
Q9H6H4
Q8IUC0
O14578
X6RLL4
Q8TBB6
Q5VV67
Q96T11
A4FU01
O00399
Q96FN5
Q8N9S9
Q2TAP0
Q9NYB5
O00442
P29033
Q6P0Q8
O43681
P61247
Q7Z4T9
P13489
P62995
O43529
P16442
P0DMV9
O75069
O00762
O15504
B4DJ51
Q9Y397
D6RD99
P50222
Q9NQW5
Q8WVJ2
P60370
Q8N9V2
Q9NQT5
P43353
Q8IY82
Q9H8L6
Q9UEW8
P53677
Q86UW2
Q96LJ7
A5D8V7
Q96S44
Q16644
Q9UIW2
A8K0Z3
Q8WYA1
P25189
Q9ULZ2
Q8N6M6
Q9BWW8
A0A1P0AYU5
Q5JT82
Q16651
Q96D03
P48735
Q92754
Q92905
Q6ZSG2
P18509
C9J9W2
P50895
P51816
P05556
F6RP06
P22570
Q9NZV7
Q9Y2B1
Q969M3
O43379
Q7Z460
Q9BRL5
P53370
P43034
Q9BYT3
Q6UXN7
Q96QU8
Q96AJ1
Q9UKK3
P80297
V9HW29
P35219
O75382
J3KQ12
Q1KLZ0
O75969
P59901
Q9XRX5
Q96T88
P05814
P18859
Q8WXT5
Q96LT6
P57721
Q14534
Q8IVW4
Q9BQ83
Q58EX2
Q6IBE6
Q14C87
O60883
P51991
P08311
Q13627
Q6IAQ1
Q8N5J4
P43699
Q9NQX3
P01034
P60006
P30038
Q8NE71
Q8WWZ3
Q9H0K1
O43623
Q86T75
P04554
Q9H9C1
Q9NUG6
Q3MIX3
Q9P0R6
A6ZJ12
O75694
Q8N142
O14791
Q8TC94
Q9BZD6
Q05315
Q8WWV6
Q9P0T7
O94972
A8MTA8
Q8IW93
Q00059
O15394
O96004
Q86WV8
Q3SYG0
Q6PL18
Q6ZNG1
Q9BUP0
Q6FIF0
P24311
A2RTX5
Q9UJ04
Q9Y4K4
Q9BY84
P46063
Q3MIT2
Q9BZW4
P00533
Q96LW4
Q86UC2
O95944
Q8IWF7
O95990
O60575
Q9BWD7
P62877
Q2NL82
Q75QN2
P04179
Q96EV8
Q9Y5Y6
Q13685
Q12860
Q14142
Q6DN90
Q13464
Q92794
Q8N163
Q7Z698
Q96KB5
C9JNW5
Q68EM7
P50479
P06307
Q8WWZ7
Q9H553
Q4JDL3
Q86YJ7
Q7Z699
Q9UPQ9
Q7Z6M1
Q6ZSJ9
P49454
Q8NHH9
Q9H8Y5
P49005
P08949
Q9H5C5
Q14789
Q96SM3
Q8IUH3
Q8IWT0
P49773
Q9NRN7
Q9NZV1
P28360
Q14106
O60716
Q6RVD6
Q7L4I2
Q96CB9
H7BZW2
O60941
Q5U5Z8
P53582
P98066
P38117
P07737
O94830
Q86XR7
O14545
A6NNF4
P41145
P01100
Q9UPN9
Q8N5Q1
O43169
Q99856
O60231
Q8N9I9
P62952
Q13588
P58304
Q96DT5
P07510
O43653
Q14746
P61224
P57737
Q9NXG9
Q15424
Q8WTX9
Q86WX3
P05141
Q9UBQ5
Q9BT40
Q15078
Q86XI8
Q8TAB5
P51970
A0A140G945
A0A087WYA8
O95858
P40222
Q9H467
Q969W3
Q5JZY3
Q53G71
Q9H1U9
Q9UHL9
P42679
Q96CF2
Q16658
Q13823
Q9Y4F9
Q6P2R3
Q99576
Q6UWV7
Q14781
O15069
P31941
Q99259
Q6P5X7
Q9NUQ9
Q8TAV4
Q99704
Q5TCM9
A0A0S2Z4Q8
Q7Z7G2
Q8IUW3
Q9NXH9
Q9NR20
A0A0R4J2F6
P11233
Q9BZM2
Q8N0W3
Q9Y6H1
Q9BSR8
P08559
O94973
P08887
O14828
Q9Y2U9
Q9UI12
P01579
Q8WTT0
A0A088AWP1
Q9Y6X4
Q6P2C6
P48169
Q16778
Q00888
O43818
Q9H0J9
Q93063
Q969F0
Q9H1R2
Q8NC96
P54762
Q9UI10
Q5TA82
P61421
P49675
A0A0S2Z645
P11684
P51693
O75592
Q9BYE0
P23415
Q9HCD5
P20674
Q8IXP5
Q9Y5B0
Q10981
Q93009
A8K7B7
Q8TDF6
P39748
P55316
Q9Y616
Q9H1H9
P12004
Q8N328
Q96JJ7
Q16774
P81274
Q9P2N7
Q93077
A0A0C4DG38
O60229
Q9UJV3
Q13905
Q96AE4
P24043
Q9Y5A6
Q9UNE2
Q8N3G9
P31350
Q6KB66
A0A0S2Z4Q4
Q9BXR0
P16035
P05937
Q6IAN1
O95751
Q71U36
P78362
P48059
P14927
O95870
Q6ZUT1
Q86WZ6
A6NKF2
P43121
Q9Y2E8
O43513
Q76KX8
Q8WWQ8
Q16520
Q8TBC4
O94967
Q5VSY0
Q6UWV6
Q9Y561
O43583
Q7Z333
Q8TBC5
P57053
Q66K80
P35542
P04439
Q14247
P48147
O75459
Q9BUB5
P35914
Q99871
Q53RY4
Q00839
O60675
Q9P2M1
Q9P2K9
Q5T481
Q96KA5
Q9UPQ7
O15049
P55268
Q8TEX9
Q9Y4H2
A0A0S2Z470
O43776
Q9ULI2
P00995
Q9BQQ3
Q01432
Q2Y0W8
Q4LE39
Q8IVM0
O60449
Q9NPR9
O95985
Q6IPM2
Q7RTN6
Q9UQP3
Q9NYG8
Q53SE7
Q86Y56
Q5T5B0
O15034
Q96FV0
Q9H898
Q05513
Q5TC12
Q8ND83
Q75N03
P50876
Q6UXK5
Q6ICB0
P40879
P12319
P09172
Q67FW5
P16989
V9HWA0
Q9UGL1
Q06330
Q96KQ4
C9K0J8
P25685
Q9H0M4
Q9NVM1
Q92874
Q9H669
Q8NCK3
Q8IW45
Q9Y5E6
Q9BR84
Q8NEA6
O95661
A0A0S2Z507
Q9BRR9
Q9UHR6
Q96SZ4
Q9Y446
Q4J6C6
P0DN76
Q96F86
Q53G59
B3KQG4
Q8N4S1
O43933
Q9H972
P51397
O15304
Q8IVH8
Q5T0T0
Q96K62
Q8IY57
Q9Y3D2
A1L3X4
Q9UHD0
Q8TC90
Q96GA3
Q49AM1
Q9NZV5
O43707
Q99880
Q7Z614
P22607
Q9UJX4
Q7Z479
P46940
P49366
Q6NXG1
Q13011
Q99081
P53804
O76081
Q9H6B4
Q4G0S1
Q9BXX0
O60840
Q9P2W1
Q96FI4
Q02809
A6NEL2
Q12999
Q07687
Q9UQ90
Q9P2S2
Q9Y4A8
Q96FH0
Q07812
Q6P4I2
P21675
P04792
Q9NYA4
P49917
O94989
Q8N7Y1
Q5TA79
P07148
Q9NRY6
Q16206
P60866
O75051
B3KM70
O00744
Q6NT46
Q14CS0
O00257
Q14CN2
Q9HCI7
P49753
P52292
Q8IVL1
Q9BXI3
P09912
Q15672
O43196
Q53HI1
Q08211
Q14331
P01562
Q9H0K4
P20290
P49023
Q96F31
Q7Z628
Q9P202
Q96BK5
Q9NW64
P57103
Q16540
P0C7X2
P49458
Q5VZI3
Q16595
A8MZ97
Q9BQ65
P53355
Q0VDD7
Q58EY0
Q8IV04
O60830
Q9UKB1
P49759
P55287
Q7Z4T8
Q6P995
Q8IYF1
A1XBS5
O14802
Q5BKX8
O60308
Q9NZJ0
P04118
Q9BXJ3
Q96RU8
Q9UBU9
P19013
Q9BWG1
P59998
Q13889
Q9NPB9
Q9NPD3
Q8IWU4
Q16719
P78358
A0A024R0Y4
O75173
Q15843
Q9UKT4
Q86V28
Q8N1N4
A4D2P6
O75487
A4QMS7
P57739
P35249
Q9BVS5
Q13402
A0A0C4DH14
Q9H4F1
Q96N66
Q9P219
Q9Y2B0
P17022
P48431
O75340
Q86X60
O95206
Q9NWD8
Q70EK8
Q9ULQ1
O15554
P62263
Q86VI3
P29371
B2RUZ4
O14786
P29375
Q9BSH4
O60315
P0CE71
Q9NUM4
P56746
P27815
D3DU92
P20340
Q92538
O00192
V9HW89
Q7L014
Q8IVH4
P21917
Q9UQ16
Q13671
Q92970
P22004
O14798
Q8WX94
Q9BYG3
Q92614
Q12982
A1A4F0
O14556
Q8WVD5
P30291
P62070
O00139
Q9C0B7
P78539
Q9C037
Q7L266
P28072
Q9P0L1
Q86TG1
O43298
Q02928
Q9NZQ3
Q9NUI1
P13682
Q86UP0
Q8N4M1
Q96RD3
Q9Y2I1
P46777
Q99757
Q96MI6
Q9H2X6
P42677
P48723
Q8N4C0
Q495W5
Q5VWP3
O43557
Q9BPY1
Q8N6E6
A0A0S2Z5W9
Q86YD3
P33778
Q06495
Q96JF0
Q8IYX0
P45880
Q969F8
O95336
Q9H665
Q96DZ9
Q8HWS3
Q9BUK0
P08861
A0A0A0MRS7
Q8WWX9
Q96D30
Q8TF76
Q149M6
P02533
Q6L8G9
Q9GZT9
Q3KNR5
Q9NXR1
O14830
P30307
Q96FW1
P40926
O00189
Q6P1R4
M0QY76
Q8WVQ1
P50749
Q9NWD9
Q9BV10
Q12796
Q9GZM7
P46782
Q9P243
A0A0A0MSR2
P19440
Q96G03
Q96DU9
Q9NX46
A0A0A0MT20
Q92769
Q8TAD8
O95631
G5E943
Q13634
Q9UBP9
P23919
Q96TA1
Q8NEK8
P41159
Q8NEU8
Q96AQ9
O00481
Q7RU07
Q9Y2W3
O14981
Q96GY3
Q8NDV1
P08246
P11836
Q6PIY7
Q14653
P15515
Q6P5R6
Q9H9D4
Q15532
Q14517
Q93033
Q6UXG2
Q13398
Q86XZ4
Q12962
Q92547
O15371
Q5U4N7
Q99836
Q12771
Q9P2T1
Q9BXC9
O95568
Q8N1Q8
Q8ND07
Q6ZN32
Q7Z412
Q15572
Q13586
Q32M78
Q9Y6X6
P82970
Q969K3
P11055
Q14191
P09923
Q7Z5Q5
C9JPP7
Q52M93
Q96JN2
Q7Z422
Q9P2P6
Q6KC79
Q86XS5
Q9Y5E9
P54886
Q96LY2
Q6PF05
Q8N6M3
O75689
P43320
Q6P1K8
Q6FG85
Q8TDV2
Q9UIV1
Q96PM5
Q96S94
Q6TDU7
Q9NQ34
O14931
O14581
O95249
Q9Y3C4
P47736
Q9Y4X0
Q02252
A0A0A0MRX4
Q9H4L7
Q86UP9
Q08AH1
Q8TDH9
Q96JJ3
Q9GZX6
O14678
P06280
P46926
Q8WXX7
P30047
P52758
Q99650
Q8TDY4
Q6IBS0
Q68J44
Q04727
Q96M61
Q6ZWB6
Q96KM6
B7Z5V2
Q9BSF4
Q9Y376
Q9Y5L4
Q9H4H8
Q7Z7J5
P04746
Q5BKX6
Q92520
A0A0C4DGE8
O75541
Q9NR30
Q86XU0
Q13163
O94813
Q96AL5
Q8WZ59
P16435
P06239
P02730
P11086
Q96SQ7
C9JL41
Q8NA54
Q6TCH4
O15318
O00170
P24844
Q15119
Q8WXA2
Q12815
Q8WXG9
Q8NBE8
Q9NP59
Q8NE63
P26678
Q9Y5L5
P42331
Q13698
Q68DY9
P25440
Q8NFP7
Q5SRH9
Q14240
Q96RU7
Q6B0B8
Q9NZD4
Q58FF3
Q9UK99
O75460
D6PAV9
Q86YV5
P04843
P48736
Q64LD2
Q8NCB2
B3KTP4
Q8NBT2
Q6IA98
Q7Z7C8
Q01813
Q6FGJ9
Q9UBU2
Q9NQW7
P13631
P22090
Q7Z5J4
Q7Z6L0
Q12888
O43896
P49006
O15438
P46663
Q15485
Q01995
Q9BRU9
Q96RE7
Q92952
Q13368
Q14135
Q11201
P42702
O75506
Q96CV8
Q14493
Q01546
Q0VG06
Q6EMB2
P08263
Q5T4T6
P60896
Q96RU2
Q9Y462
A6NJ69
P12259
Q8NBF2
Q7Z434
Q9UBB9
P22830
P15036
P48023
Q9H2G2
P98164
Q96EB6
Q9BRU2
Q92625
Q9Y572
O75391
P08697
Q6P2D8
Q06203
P58400
Q8IYD8
Q13362
O95190
O00622
P05108
O60264
Q496F6
Q9H299
Q86VS8
Q53QD4
Q12986
Q7RTU0
Q96NT1
Q15165
P20941
P47804
Q8WUT1
Q9P0U3
Q9BTT0
Q13326
Q8NEF3
Q6EKJ0
A0A1B0GWI1
Q9Y5X1
O00623
Q8TEM1
Q86UD4
A5YKK5
P10767
P31937
Q96HJ3
Q1RMC8
Q6LC83
Q6NUP5
P27540
Q8N4C7
Q8IZX4
Q6SA08
Q69YQ0
Q9BT25
O15156
Q5T215
Q9BY14
A0A0C4DGT9
P51157
P05783
Q8WW01
Q9UM82
O60669
Q9Y4A5
B7Z3H4
Q8TC92
Q66K64
P23921
Q3LI70
Q9NX08
Q9UF47
O14579
P09105
Q6U841
O14594
P12314
P81172
Q8IZF2
O75354
Q92989
Q13886
Q99075
Q5U0E4
Q96Q45
Q86W33
P31249
Q8IYJ3
Q8NFW8
Q9H0X6
P12814
O75175
Q9Y4E1
Q9ULU4
Q96K37
Q15750
Q96LD4
Q8N9I0
Q9Y617
Q9NYF0
Q9UQN3
Q9UH90
Q9Y365
P62136
O96007
Q7Z3E5
Q9UBS4
P48039
Q6FG41
Q08AL9
Q7LC44
Q9UNN5
Q13951
Q92973
Q9Y5L3
Q9Y2C9
O43508
B2R894
P05198
P29803
Q6UY14
Q13263
Q9H2M2
P27338
P04196
Q8IYH5
Q8IZU1
Q99715
P61604
Q15649
B1AHB0
P30414
Q16877
Q969X5
Q96BJ3
Q76KD6
P15516
O96017
Q8N5T2
Q5VTB9
P86496
Q9NQ86
Q9Y5R8
O75425
Q92828
A5PKW4
P40225
P13994
Q8TEL6
Q9BTL3
Q8NFZ4
Q9H1M3
A0A0C4DG60
Q8IUW5
O60573
O75131
O00329
Q5PRF9
Q5JR59
P08962
Q9BQT9
I6L9E7
P49841
Q9UHX1
Q96AN5
Q92519
O60487
Q6ZNG9
Q8TDR4
Q9NUG4
P09429
O75896
Q9NQX5
Q96G28
Q9HCL2
Q96JK2
P61968
P00395
Q92982
P34741
P20036
Q8IYB1
O60469
Q6IV72
Q15761
Q8WXC6
Q96T68
Q8IU89
Q96CG8
P69905
Q12968
Q9BVW6
O75396
Q96BE0
Q8TBK6
Q96GB0
Q2NL98
P63279
Q9Y548
Q13285
Q9H6U8
Q7RTP0
Q86X83
Q9ULI3
Q6N022
Q92890
P10606
Q7KYR7
P49747
Q8N0Z3
Q3KRA6
Q9C030
Q99571
A6NFR6
O60551
Q99645
Q9UK13
Q5VUM1
Q6PI98
Q9BQ29
Q7L1Q6
Q96SW2
K7EM05
Q9Y2P7
Q6IBT1
P51513
P25103
Q7Z6J2
Q8WTP9
Q8N1W2
Q3SYA9
P55157
Q02575
Q9Y2K7
Q9BWQ6
Q12840
Q9BRL7
Q9Y265
Q96LR7
Q9HCE9
Q8IXT2
Q8TAI1
Q53GC0
P12235
Q4G176
Q9Y4G6
Q96PL1
P30101
Q9UK08
P30536
Q68DE3
P60372
Q9Y3Y4
P17152
A1A5B4
Q6IPR3
O75616
P23769
Q9NZ81
Q96MY1
Q9BZJ8
O43493
Q96HA9
Q9UKX2
O75477
P30086
Q6UXB8
B7Z5W0
Q8N4P2
Q53LP3
Q9BTE1
Q5FWF6
P51159
Q96J77
Q9BX74
Q9UI36
Q8NFR7
P84077
P19099
P02458
Q4VNC1
P11234
Q05329
Q8N7E2
Q96C00
Q12979
Q9H0I9
Q9BQE9
O60291
Q9Y6V0
P07360
A8MZA0
Q9GZV5
Q9UQ80
Q00587
O75144
Q03013
F5GZ20
Q5T7M9
P02810
Q9NVP4
Q8TBB5
P18077
P17612
O43402
Q86Y39
Q9Y6K8
Q9BRX9
Q5XG85
Q9H633
Q9UH17
P10275
Q6P3X3
Q8NFC6
P21854
B2RC52
O60422
G5E9X2
Q8IYN2
Q9P298
Q13233
Q9Y3A3
P14652
Q5TCQ9
Q8WWZ8
Q9H9L3
O95243
Q53HC0
Q96A22
Q9H201
P13805
Q9C0J9
Q9BV20
Q8NCU1
Q9NRY4
Q6IPT2
P13725
Q6FHN3
Q63HM2
O43251
Q9BRK0
Q8N9Z0
Q9Y239
Q9H2H8
Q6ZMS7
Q99767
Q96QE3
Q53Y01
P09884
P36383
P51148
Q9UJW9
A0A0S2Z545
Q8N4C5
Q9NS28
Q96DC7
Q9NSC2
P15328
Q6P1L5
Q86U28
Q9H246
Q96L91
Q96AP0
Q12918
P54849
P43362
P21781
Q9UJG1
P26927
Q12849
P51946
B2R7Q3
J3KNI1
P19021
O60486
P53985
Q9Y4M8
Q9NST1
P28845
P21506
Q15029
Q86WB7
A8KAG1
P04424
Q9UIJ7
Q9NUQ2
Q59GD3
O43325
Q9Y230
Q14995
O94907
Q9NQT8
P03901
O15078
Q9BQE4
P08218
P24592
Q99684
Q96NJ5
O43497
Q15238
Q86WT6
Q92626
Q9UNN4
O15381
Q9NYI0
P43026
Q96LR4
Q6W2J9
Q9UHC7
P34810
H7C1N6
P15559
Q15884
P51589
Q92870
Q9Y3I0
Q86SZ2
Q96QR1
Q92599
Q9ULW3
Q9HAT0
Q5VWQ0
Q7Z4F1
Q9NQ87
Q9NZH6
Q9H6I2
Q6PIF2
Q8N5Y8
Q6UXB3
Q92765
P0CE72
Q00G26
Q9NVD3
P38159
Q8NFU1
Q9NWU8
P56282
P29350
Q15269
P12018
A1A580
P22681
Q9H320
