Q9Y4F4
Q9UBP6
Q15050
Q9BT88
F8VS22
Q9BPY3
Q9UKJ5
Q04743
Q15080
P48426
Q9UK53
Q5F1R6
P50548
P50406
Q9NTX9
Q8N7H5
P02452
Q9UJF2
A0A0U1RQF7
Q9NWB6
P02794
P18848
P23743
Q9NZN3
P04180
Q9Y675
Q99471
P43115
Q9C0C2
O95847
Q9NRX3
P09327
Q5T7Y4
O60732
Q9NP79
Q9H2R5
Q04771
O43674
P01570
A2VEC9
Q9NQC7
Q8NG50
P54257
Q9Y2H5
Q5XG79
O95236
Q6PF11
Q9H9A6
P21333
Q14390
Q9UJW7
P23416
Q9H1Y0
Q86X76
P60604
Q15751
P12645
Q8IYF3
Q6NYC1
Q96EF6
Q86U70
O60281
Q9NS25
Q6ZN55
P14151
Q9BSF0
Q8NFH5
P00568
Q8N0Z2
Q9Y6X1
Q5SW96
S4R3B8
Q9H190
Q9HD36
P05060
P21817
P40818
Q9NYF5
O75355
Q9GZX5
P29466
P55273
O00488
Q9H2A3
O15169
Q8IZD9
Q8WUJ1
P48507
Q9H2A7
Q14507
Q9BXL5
E9PB13
Q13956
P01709
Q14C86
Q99932
Q5T2D3
Q9HAU4
Q86UP8
Q8IXW6
Q9ULV3
Q5T013
A6NHJ4
Q13352
Q16478
P16104
Q15361
Q9BZW8
Q9NSD9
Q8IYL3
A0A0B4J2D5
O75197
Q9NP64
Q8WVX3
Q9UHG2
P0C5Z0
O00327
P02741
Q6ZNB7
Q9NRC8
Q16623
O60224
Q9BVM2
Q658K8
Q13515
Q8N465
O60479
Q9BYE9
Q9H2S5
Q12766
A0PJW8
Q6IMI6
Q9BW85
H7BY58
Q9BXJ1
Q8NFR3
Q02410
P13639
Q9UNY5
O94925
Q9NQZ6
Q96M69
P54105
Q6AWC2
Q8N490
O15117
Q9NY46
P42684
Q14116
Q9Y680
Q96HC4
Q9H093
O43823
Q5TCX8
A0A0A6YYF7
A8MW99
Q9Y5I3
Q6UXX9
P06028
P12236
Q96EH3
Q9NQ30
Q71RC2
P01584
Q8N6Y0
Q6P1J6
Q499L9
P17936
Q13115
O14559
Q969Q6
Q9Y4L5
Q9UK96
Q6IQ26
Q96SU4
Q9Y6D5
Q96EE4
Q9UIB8
P49761
Q8IV48
P29966
Q6IAL2
Q8TBM7
E9PH99
Q15399
Q9UM47
Q8IYK8
O15260
Q86SG7
Q96HL8
Q9P0X4
Q9P0J6
Q02846
P50213
Q8TF27
Q14451
O95453
P13232
Q86SX6
P28065
Q9NQV5
V9HWH6
P00492
P42771
O95544
Q504X9
Q9NYZ4
Q9H3S3
P52272
Q13303
V9HW27
P20592
Q9NP99
Q9Y2Y1
Q9UQB8
P0DPK4
Q9NZI7
O94856
Q9NQ33
Q5TI25
O75398
P13535
P16118
O60262
A0A087WVS8
Q6ZR62
Q9P2R3
Q6NVZ8
O43295
Q9BQC6
O15230
Q9BQA1
O95810
Q9UIE0
P00403
Q9H3H9
Q9BS86
Q8N1A0
P18428
Q684P5
Q6PF18
Q96GS4
Q05084
O43187
P26038
H0YCX2
P13928
Q6ISS4
P16333
Q9NRD5
P01889
O96000
O75575
O15119
Q9UQ35
Q86VQ0
O00519
Q9NPB3
P05023
P55735
Q9H511
P23610
P35712
Q13137
Q9UPP5
P81605
Q9P0W2
Q8N183
P08729
Q9HBM0
Q9HB58
Q13740
Q8WWL2
Q99733
P41252
Q5T7W7
O75192
Q06323
P48788
Q8NCN4
O75914
P11230
Q96H72
Q04759
Q6ZWL3
A8CGI2
Q6PF06
P12074
Q96FV2
Q15828
P08684
Q5TB80
Q9NYS0
Q9UHI8
P60763
Q92743
Q96HR9
O14901
O94927
Q8IVH2
Q93008
Q92782
Q96C32
P10916
Q66K74
Q53HY9
Q8TCT0
A6NI86
Q9BZV1
Q15768
Q8NHU0
W5RWE1
Q9P1Y6
Q8WW32
Q9BYC9
Q92572
Q6NW40
P35659
Q8N2H9
Q96LX8
P08254
Q7Z3S9
Q674X7
A0A0A0MR97
P49585
Q01113
P0DMN0
O60260
Q13151
O00505
Q9H3N1
P52736
Q9Y586
O60337
P56178
Q8N961
O75335
Q9NU63
Q96CS3
Q08AG7
Q5T0J7
O94827
Q5T749
O43566
Q8IX03
O43809
Q03936
Q96P23
O95433
Q8NB12
O14862
Q9Y4E6
P61088
P04000
Q9ULL4
J3KQN4
Q5VU21
O75940
Q0VAF9
Q5H9L2
Q8TC21
Q8N695
O94875
O60383
P84101
Q13547
Q16678
P52306
Q9UL17
P21145
Q99958
Q15276
Q15181
Q9UHJ9
O60269
Q03591
Q8WYX9
Q14686
P18124
O95073
P16662
Q9P107
P25815
Q8IYU2
B5MCR8
Q92530
P48050
Q13200
P31274
O43541
Q9H6G9
O43278
O95843
P00325
Q9BYE3
Q9H4M9
Q9BU70
Q96JQ5
Q6NX49
Q9P1U1
Q96LB0
O95163
Q712V1
P02647
Q9NQG1
P18846
P21964
O95232
O43731
Q9NP66
Q8NCC5
Q03001
P07204
Q9Y228
P35580
Q86VX9
Q92552
Q6UXS0
Q05481
Q5ZEY4
A8KAH6
Q66K89
Q96BI3
H0YE48
Q5HYJ3
O75094
P11388
P35568
Q9Y2T1
A0A0C4DFW7
Q9BR10
Q96AX2
P22234
Q8WWB7
Q8IYB4
P35611
O60927
Q9BSJ8
Q96EY8
P09668
G5E9M4
Q92954
Q9Y697
Q08629
Q9NPF5
A2RUH7
Q99941
P81877
Q15738
P21810
Q1MSW8
Q9Y5Q8
Q13795
Q9HC35
Q6FG55
Q9Y5S8
Q9UJW8
Q8NFZ0
P56704
Q7Z6V5
Q96BX8
Q53SZ7
Q8TDQ4
P02751
Q06033
Q9H2K8
A0A087X2A7
P51790
Q15327
P57735
Q86VD7
F8WE45
J3KNQ4
P78406
Q96Q35
Q8NFH4
Q6JEL2
Q6FI91
B3KPU6
Q9H310
Q8IWB1
Q9ULX9
P54727
Q496J3
Q8IZH2
P0DML2
P45985
P55010
P08913
O94910
Q9NX01
Q15024
P53805
Q9HC56
P10153
Q6PII3
Q92564
O95620
Q01201
Q9GZR7
O43790
Q99814
O94782
Q8NEX1
Q9Y6R0
Q13496
Q8TCT8
Q92610
Q9BV79
Q96JS3
Q12901
Q99622
P54760
Q6NZI2
Q13433
Q308M6
Q9NX70
Q92685
O43303
Q9Y483
Q96F82
Q9HCJ1
Q15635
Q9NWW6
Q99720
Q15438
P05305
Q6PIA0
Q9H9S4
P57078
Q9H1K6
O15523
A0A0C4DG94
Q8N8B7
Q14162
Q9UJU2
Q8IX90
O95050
Q8IWV8
P31939
Q6ZVW3
P31645
P30793
Q8NC69
O75077
Q9P2R6
Q15853
Q9UPN7
Q7L099
Q6QAJ8
Q8IYU4
P04745
Q6ZTM8
Q9ULC3
Q8IZ20
Q12893
Q7LBC6
Q8NAV1
Q9Y289
Q9Y2K9
Q9NY87
A6NIX2
Q9Y3P9
A0A024R6G0
Q96FT7
Q8N6L7
Q8N129
Q9H6Y7
Q9UI30
O95886
Q7Z403
Q16558
A6NE82
Q8TB03
Q8N5A0
Q13901
Q3SXP7
P27797
O75952
P05111
P31153
Q9NW97
C9JG97
O60763
Q96FA7
Q92786
Q01518
Q9BY44
Q9H857
Q9BZS1
Q04671
Q69YL0
Q495Z4
Q8IY18
P06576
P67936
O75190
Q8IZ83
Q3SX64
P78424
Q05519
Q8IZL2
Q9NTJ4
Q14108
A8K1F4
Q86WI0
Q7L945
Q9BS34
Q76N32
O14770
Q8WXR4
A1L4L9
Q9BYJ1
B5MCM0
Q99490
Q8N5K1
P30049
Q6MZQ0
Q9NRQ5
P56937
P0CG24
P05155
Q68CR1
O94822
Q9NR56
O43463
O75446
P28066
Q9BT17
Q96LK0
O43567
Q8TCT9
Q02763
P02743
Q92567
Q9UHC3
P07947
Q969S3
G3V1Q5
Q9BV38
Q15013
Q6ZVE7
Q01453
Q15223
Q99678
O75146
Q69YN2
P48048
Q96QU6
Q14585
Q9HB03
A0A087WWA7
Q9H792
P61201
Q9UNA1
P13747
Q9Y3A0
O75829
Q9H0W7
Q9NZQ8
Q9BXY4
P58546
P56539
Q53S99
Q8IXK0
P06703
Q14957
Q9NPY3
Q9Y534
P43490
O75712
P13861
Q9Y305
Q9Y2Z9
Q96A54
Q6UX15
Q99612
P55774
Q96DD0
Q9Y248
Q8TBJ4
P15941
Q6ULP2
O14512
Q9H7L9
Q5VST9
P41279
A6NN06
E7ESJ3
Q8TAF7
Q8WYQ3
Q5H9K5
Q6ZS17
Q8WV15
Q07817
P68400
Q9UKG1
P41182
P62714
P86481
Q9P2X3
P78348
P22612
Q69YI7
J3KN16
O19691
Q96PU9
Q5T0F9
Q9Y2Y9
Q96FQ6
Q99614
Q96IK5
O95789
Q5JXX7
B3KWQ7
P10243
Q8NE62
Q14554
P20783
P05014
Q9BUF5
Q15785
Q02221
Q5M9Q1
Q9HBW0
Q9H8P0
Q15465
Q5VVH5
